Type,St,Rest_Area,Rte,MP,Mun,Co,Lat,Long,Total_Spac,Truck_Spac,Hours,Limit,Comment,Rest_Stop
Public,NC,Macon County Rest Area,US 23/441,0.0,Franklin,Macon,35.101389,-83.385278,74.0,3.0,24/7,no max,,
Public,AZ,Meteor Crater (WB),I-40W,235.0,Moqui,Coconino,35.1042,-110.9924,0.0,0.0,All Hours,No Limit,,Meteor Crater (WB)
Public,AZ,Meteor Crater (EB),I-40E,235.0,Moqui,Coconino,35.1054,-111.0046,0.0,0.0,All Hours,No Limit,,Meteor Crater (EB)
Public,NC,Mecklenburg County Rest Area,I-77N,1.0,Charlotte,Mecklenburg,35.121944,-80.919722,97.0,17.0,24/7,no max,,
Public,NC,Craven County Rest Area,US70,0.0,Clarks,Craven,35.136493,-77.169379,45.0,10.0,24/7,no max,,Craven County Rest Area
Public,SC,SPARTANBURG WELCOME CENTER,I-26E,3.0,LANDRUM,SPARTANBURG,35.165771389,-82.132508333,69.0,21.0,24,24,,
Public,TX,Donley County SRA I-40,I-40E,129.0,Alanreed,Donley,35.179465,-100.83029,88.0,50.0,24,24,,Donley County SRA I-40
Public,NM,NHS Rest Stop 31: Llano Estacado/Glen Rio (Welcome Center),I-40W,373.0,San Jon,Quay,35.183805,-103.049612,93.0,52.0,,,,NHS Rest Stop 31: Llano Estacado/Glen Rio (Welcome Center)
Public,NC,Cleveland County Rest Area NBL,I-85N,2.0,Kings Mountain,Cleveland,35.185326,-81.4062,92.0,18.0,24/7,no max,,Cleveland County Rest Area NBL
Public,TN,"NHS Parking Area, No Facilities",I-65N,23.0,,Marshall,35.1944,-86.525,30.0,6.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,TX,Gray County SRA,I-40W,131.0,Alanreed,Gray,35.19686,-100.802382,81.0,50.0,24,24,,Gray County SRA
Public,TN,"NHS Parking Area, No Facilities",I-65S,24.0,,Marshall,35.2034,-86.5244,30.0,6.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,NC,Cherokee County Rest Area,US19/US74/US129,0.0,Andrews,Cherokee,35.205724,-83.83006,38.0,6.0,24/7,no max,,Cherokee County Rest Area
Public,NV,Southern Nv Rest Stop,US95,3.0,Cal Nev Ari,Clark,35.2225,-114.8596,79.0,30.0,No time restriction,18 hours,,Southern Nv Rest Stop
Public,OK,NHS Rest Stop or Truck Facility 9,I-40E,10.0,Erick,Beckham,35.2276,-99.8286,116.0,24.0,27/7,,,NHS Rest Stop or Truck Facility 9
Public,OK,NHS Rest Stop or Truck Facility 6,I-40W,10.0,Erick,Beckham,35.229633,-99.828172,55.0,26.0,24/7,,,NHS Rest Stop or Truck Facility 6
Public,TN,"NHS Parking Area, No Facilities",I-24W,119.0,,Coffee,35.232,-85.5918,20.0,20.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,TN,"NHS Parking Area, No Facilities",I-24E,119.0,,Coffee,35.2333,-85.5925,20.0,20.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,NC,Polk County Rest Area WBL,I-26W,69.0,Columbus,Polk,35.234722,-82.204167,58.0,7.0,24/7,no max,,
Public,TN,NHS Rest Stop or Truck Facility 1,I-24E,133.0,Monteagle,Grundy,35.243494,-85.859155,35.0,10.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 1
Public,TN,NHS Rest Stop or Truck Facility 2,I-24W,133.0,Monteagle,Grundy,35.24448,-85.8606,40.0,10.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 2
Public,NC,,US17,0.0,Askin,,35.25321,-77.09276,0.0,0.0,,,,
Public,TN,NHS Rest Stop or Truck Facility 18,I-75N,45.0,Athens,McMinn,35.2534,-84.4115,110.0,42.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 18
Public,TN,NHS Rest Stop or Truck Facility 17,I-75S,45.0,Athens,McMinn,35.2545,-84.4121,110.0,40.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 17
Public,AR,Blytheville (WC) (10-12-A),I-55N,68.4,Hilton,Mississippi,35.3369,-93.2851,62.0,17.0,24/7,24/7,,Blytheville (WC) (10-12-A)
Public,AR,Big Piney (8-8-B),I-40E,67.5,Knoxville,Johnson,35.3684,-93.3455,45.0,9.0,24/7,24/7,,Big Piney (8-8-B)
Public,OK,NHS Rest Stop or Truck Facility 4,I-40E,197.0,Centerview,Seminole,35.382759,-96.726588,49.0,20.0,24/7,,,NHS Rest Stop or Truck Facility 4
Public,OK,NHS Rest Stop or Truck Facility 7,I-40W,197.0,Centerview,Seminole,35.385809,-96.729031,51.0,20.0,27/7,,,NHS Rest Stop or Truck Facility 7
Public,TN,NHS Rest Stop or Truck Facility 16,US-51,0.0,Henning,Lauderdale,35.3913,-89.3546,30.0,12.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 16
Public,NM,NHS Rest Stop 23: Manuelito Welcome Center,I-40E,3.0,Mentmore,McKinley,35.397411,-109.005049,76.0,22.0,,,,NHS Rest Stop 23: Manuelito Welcome Center
Public,TN,"NHS Parking Area, No Facilities",I-65N,51.0,,Maury,35.4043,-86.5317,29.0,6.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,OK,NHS Rest Stop or Truck Facility 5,I-40E,316.0,Gans,Sequoyah,35.407225,-94.680042,95.0,20.0,24/7,,,NHS Rest Stop or Truck Facility 5
Public,CA,Buttonwillow Northbound,I-5 N,0.0,Buttonwillow,Kern,35.41764,-119.42295,100.0,33.0,24/7,8 hours/day,,Buttonwillow Northbound
Public,CA,Buttonwillow Southbound,I-5 S,0.0,Buttonwillow,Kern,35.41764,-119.42295,100.0,33.0,24/7,8 hours/day,,Buttonwillow Southbound
Public,NC,"Buncombe County Rest Area, EBL",I-26E,41.0,Fletcher,Buncombe,35.426467,-82.529527,37.0,9.0,24/7,no max,,"Buncombe County Rest Area, EBL"
Public,NC,"Buncombe County Rest Area, WBL",I-26W,41.0,Fletcher,Buncombe,35.427182,-82.528277,40.0,9.0,24/7,no max,,"Buncombe County Rest Area, WBL"
Public,NC,"Johnston County Rest Area,EBL",I-40E,325.0,Benson,Johnston,35.435764,-78.533499,65.0,15.0,24/7,no max,,"Johnston County Rest Area,EBL"
Public,NC,"Johnston County Rest Area,WBL",I-40W,325.0,Benson,Johnston,35.439594,-78.531683,79.0,15.0,24/7,no max,,"Johnston County Rest Area,WBL"
Public,NC,Cabarrus County Rest Area NBL,I-85N,59.0,Concord,Cabarrus,35.451327,-80.594297,89.0,21.0,24/7,no max,,Cabarrus County Rest Area NBL
Public,TN,"NHS Parking Area, No Facilities",I-40W,103.0,,Henderson,35.4537,-88.2922,20.0,20.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,TN,"NHS Parking Area, No Facilities",I-40E,103.0,,Henderson,35.4549,-88.282,20.0,20.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,NC,Cabarrus County Rest Area SBL,I-85S,59.0,Concord,Cabarrus,35.456702,-80.59449,91.0,21.0,24/7,no max,,Cabarrus County Rest Area SBL
Public,AR,Van Buren (WC) (4-8-A),I-40E,0.0,,Crawford,35.458691,-94.398986816,56.0,14.0,24/7,24/7,,
Public,NC,Randolph County Rest Area SBL,I-73/74S,44.0,Seagrove,Randolph,35.512864,-79.784675,156.0,34.0,24/7,no max,,
Public,NC,Randolph County Rest Area NBL,I-73/74N,44.0,Seagrove,Randolph,35.514289,-79.778956,109.0,27.0,24/7,no max,,
Public,AR,Ozark (4-10-B),I-40W,36.5,,Franklin,35.517885,-93.836914063,60.0,0.0,24/7,24/7,,
Public,AR,White River (6-10-B),I-40W,198.8,Bucks Landing,Prairie,35.521,-93.851,47.0,12.0,24/7,24/7,,White River (6-10-B)
Public,NM,NHS Rest Stop 13: La Bajada (Welcome Center),I-25N,269.0,Santa Fe,Santa Fe,35.527687,-106.156532,33.0,14.0,,,,NHS Rest Stop 13: La Bajada (Welcome Center)
Public,AR,Ozark (4-9-B),1-40E,35.3,,Franklin,35.5297,-90.1709,57.0,14.0,24/7,24/7,,Ozark (4-9-B)
Public,TN,"NHS Parking Area, No Facilities",I-40E,335.0,,Cumberland,35.5359,-84.4651,24.0,24.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,NC,Johnston County Rest Area NBL,I-95N,99.0,Selma,Johnston,35.536368,-78.252341,92.0,7.0,24/7,no max,,Johnston County Rest Area NBL
Public,NC,Johnston County Rest Area SBL,I-95S,99.0,Selma,Johnston,35.53803,-78.250898,92.0,7.0,24/7,no max,,Johnston County Rest Area SBL
Public,TN,NHS Rest Stop or Truck Facility 3,I-40E,73.0,Huntersville,Madison,35.624158,-88.977626,38.0,9.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 3
Public,TN,NHS Rest Stop or Truck Facility 8,I-40W,73.0,Huntersville,Madison,35.627678,-88.967454,38.0,9.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 8
Public,NC,"Iredell County Rest Area, SBL",I-77S,39.0,Mooresville,Iredell,35.630418,-80.862871,65.0,11.0,24/7,no max,,"Iredell County Rest Area, SBL"
Public,NC,Iredell County Rest AreaNBL,I-77N,39.0,Mooresville,Iredell,35.632199,-80.862919,71.0,18.0,24/7,no max,,Iredell County Rest AreaNBL
Public,NC,McDowell County Rest Area EBL,I-40E,82.0,Marion,McDowell,35.640077,-82.019072,73.0,12.0,24/7,no max,,McDowell County Rest Area EBL
Public,NC,McDowell County Rest Area WBL,I-40W,82.0,Marion,McDowell,35.640201,-82.018846,63.0,11.0,24/7,no max,,McDowell County Rest Area WBL
Public,AR,West Memphis (WC) (1-7-A),I-55S,278.4,Joiner,Crittenden,35.6611,-90.076,72.0,8.0,24/7,24/7,,West Memphis (WC) (1-7-A)
Public,CA,Shandon,Hwy 46,0.0,Cholame,San Luis Obispo,35.675846,-120.347216,33.0,17.0,24/7,8 hours/day,,Shandon
Public,NC,"Haywood County Rest Area, WBL",I-40W,10.0,Fines Creek,Haywood,35.703019,-83.041613,55.0,16.0,24/7,no max,,"Haywood County Rest Area, WBL"
Public,NC,"Haywood County Rest Area, EBL",I-40E,10.0,Fines Creek,Haywood,35.7030754871,-83.0401396751,96.0,10.0,24/7,no max,,
Public,NC,Catawba County Rest Area EBL,I-40E,136.0,Claremont,Catawba,35.72717,-81.129515,65.0,15.0,24/7,no max,,Catawba County Rest Area EBL
Public,NC,Catawba County Rest Area WBL,I-40W,136.0,Claremont,Catawba,35.730418,-81.127541,68.0,14.0,24/7,no max,,Catawba County Rest Area WBL
Public,CA,Camp Roberts Northbound,US101N,0.0,Bradley,Monterey,35.831174,-120.7585,29.0,8.0,24/7,8 hours/day,,Camp Roberts Northbound
Public,NC,Davidson County Rest Area NBL,I-85N,99.0,Thomasville,Davidson,35.84049,-80.134288,84.0,19.0,24/7,no max,,Davidson County Rest Area NBL
Public,NC,Davidson County Rest Area SBL,I-85S,99.0,Thomasville,Davidson,35.844482,-80.129846,88.0,19.0,24/7,no max,,Davidson County Rest Area SBL
Public,CA,Camp Roberts Southbound,US101 S,0.0,Bradley,Monterey,35.85174,-120.77211,43.0,16.0,24/7,8 hours/day,,Camp Roberts Southbound
Public,NM,NHS Rest Stop 14: Ft. Union,I-25N,376.0,Watrous,Mora,35.865887,-104.879753,30.0,8.0,,,,NHS Rest Stop 14: Ft. Union
Public,TN,NHS Rest Stop or Truck Facility 9,I-40W,130.0,Sugar Tree,Benton,35.869906,-88.003944,32.0,10.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 9
Public,TN,NHS Rest Stop or Truck Facility 4,I-40E,130.0,Sugar Tree,Benton,35.870619,-88.02136,32.0,10.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 4
Public,NC,Madison County Rest Area EBL,1-26E,6.0,Mars Hill,Madison,35.874167,-82.550833,121.0,30.0,24/7,no max,,
Public,NM,NHS Rest Stop 15: Ft. Union,I-25S,376.0,Watrous,Mora,35.877729,-104.858481,23.0,13.0,,,,NHS Rest Stop 15: Ft. Union
Public,NC,Roanoke Island Rest Area,US64,0.0,Roanoke Island,Dare,35.886565,-75.668455,92.0,0.0,24/7,no max,,Roanoke Island Rest Area
Public,TN,NHS Rest Stop or Truck Facility 11,I-40W,327.0,Dorton,Cumberland,35.928493,-84.913533,46.0,12.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 11
Public,NC,"Iredell County Rest Area, SBL",I-77S,63.0,Union Grove,Iredell,35.976174,-80.84046,63.0,11.0,24/7,no max,,"Iredell County Rest Area, SBL"
Public,NC,"Davie County Rest Area, EBL",I-40E,177.0,Hillsdale,Davie,35.988958,-80.488323,66.0,17.0,24/7,no max,,"Davie County Rest Area, EBL"
Public,NC,"Davie County Rest Area, WBL",I-40W,177.0,Hillsdale,Davie,35.989821,-80.489058,70.0,17.0,24/7,no max,,"Davie County Rest Area, WBL"
Public,TN,NHS Rest Stop or Truck Facility 5,I-40E,170.0,Tidwell,Dickson,36.011545,-87.378937,40.0,10.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 5
Public,TN,NHS Rest Stop or Truck Facility 10,I-40W,170.0,Tidwell,Dickson,36.012004,-87.379162,48.0,10.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 10
Public,TN,NHS Rest Stop or Truck Facility 14,I-40W,425.0,Dandridge,Jefferson,36.0204,-83.1921,59.0,20.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 14
Public,NC,Nash County Rest Area NBL,I-95N,142.0,Gold Rock,Nash,36.026146,-77.848354,81.0,17.0,24/7,no max,,Nash County Rest Area NBL
Public,NC,Nash County Rest Area SBL,I-95S,142.0,Gold Rock,Nash,36.03173,-77.84263,81.0,17.0,24/7,no max,,Nash County Rest Area SBL
Public,MO,Steele NB (TPF),I-55N,2.0,Steele,Pemiscot,36.035166,-89.860969,11.0,11.0,all,no limit,,
Public,MO,Steele SB (TPF),I-55S,2.0,Steele,Pemiscot,36.037066,-89.861512,11.0,11.0,all,no limit,,Steele SB (TPF)
Public,TN,"NHS Welcome Center, I-155",I-155,8.0,,Dyer,36.0414,-89.2816,35.0,7.0,24 hrs,2 hours,,"NHS Welcome Center, I-155"
Public,CA,Coso Junction,US395N,0.0,Dunmovin,Inyo,36.044722,-117.946818,33.0,11.0,24/7,8 hours/day,,Coso Junction
Public,TN,"NHS Parking Area, No Facilities",I-40W,306.0,,Cumberland,36.0452,-85.1233,36.0,36.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,TN,NHS Rest Stop or Truck Facility 15,I-81S,2.0,Dandridge,Jefferson,36.0531,-83.2115,60.0,22.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 15
Public,NC,Alamance County Rest Area NBL,I-85N,139.0,Burlington,Alamance,36.0621311712,-79.5346856117,110.0,22.0,24/7,no max,,
Public,NC,,I-40E,139.0,Westview,,36.063461,-79.535094,0.0,0.0,,,,
Public,NC,,I-40W,139.0,Westview,,36.064988,-79.53476,0.0,0.0,,,,
Public,NC,Alamance County Rest Area SBL,I-85S,139.0,Burlington,Alamance,36.0650713,-79.5349538,115.0,22.0,24/7,no max,,
Public,TN,"NHS Welcome Center, I-40",I-40,267.0,,Smith,36.0824,-85.4821,117.0,33.0,24 hrs,2 hours,,"NHS Welcome Center, I-40"
Public,CA,Coalinga/Avenal Northbound,I-5N,0.0,Avenal,Fresno,36.090021,-120.113089,72.0,23.0,24/7,8 hours/day,,Coalinga/Avenal Northbound
Public,TN,"NHS Parking Area, No Facilities",I-40E,253.0,,Smith,36.1005,-86.0316,15.0,15.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,TN,"NHS Parking Area, No Facilities",I-40W,253.0,,Smith,36.1011,-86.0258,15.0,15.0,24 hrs,no time restriction,,"NHS Parking Area, No Facilities"
Public,NC,"Yadkin County Rest Area, NBL",I-77N,72.0,Brooks Crossroads,Yadkin,36.106103,-80.812007,58.0,11.0,24/7,no max,,"Yadkin County Rest Area, NBL"
Public,CA,Phillip S. Raine Northbound,Hwy 99 N,0.0,Tipton,Tulare,36.10621,-119.32326,117.0,38.0,24/7,8 hours/day,,Phillip S. Raine Northbound
Public,CA,Phillip S. Raine Southbound,Hwy 99S,0.0,Tipton,Tulare,36.108686,-119.324424,110.0,38.0,24/7,8 hours/day,,Phillip S. Raine Southbound
Public,NC,Wilkes County Rest Area,US-421,0.0,North Wilkesboro,Wilkes,36.1344824501,-81.1199462414,88.0,17.0,24/7,no max,,
Public,NC,Granville County Rest Area NBL,I-85N,199.0,Oxford,Granville,36.236801,-78.639133,81.0,18.0,24/7,no max,,Granville County Rest Area NBL
Public,NC,Granville County Rest Area SBL,I-85S,199.0,Oxford,Granville,36.2378,-78.639653,86.0,17.0,24/7,no max,,Granville County Rest Area SBL
Public,MO,Hayti NB (WC),I-55N,20.0,Hayti,Pemiscot,36.250848,-89.727101,99.0,60.0,all,no limit,,
Public,TN,NHS Rest Stop or Truck Facility 12,I-81N,38.0,Pine Grove,Greene,36.336846,-82.80507,66.0,26.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 12
Public,TN,NHS Rest Stop or Truck Facility 13,I-81S,41.0,Pine Grove,Greene,36.350255,-82.768289,62.0,22.0,24 hrs,2 hours,,NHS Rest Stop or Truck Facility 13
Public,TN,"NHS Welcome Center, I-75",I-75S,161.0,,Campbell,36.3518,-84.0622,63.0,11.0,24 hrs,2 hours,,"NHS Welcome Center, I-75"
Public,TN,"NHS Welcome Center, I-81",I-81,75.0,,Sullivan,36.3541,-82.1449,92.0,22.0,24 hrs,2 hours,,"NHS Welcome Center, I-81"
Public,TN,"NHS Welcome Center, I-24",I-24E,0.4,Clarksville,Montgomery,36.3809,-87.2004,70.0,24.0,24 hrs,2 hours,,"NHS Welcome Center, I-24"
Public,TN,"NHS Welcome Center, I-65",I-65S,121.0,,Robertson,36.381,-86.3425,63.0,17.0,24 hrs,2 hours,,"NHS Welcome Center, I-65"
Public,NM,NHS Rest Stop 32: Rio Grande Gorge,US 64W,243.0,El Prado,Taos,36.47541,-105.7364,23.0,0.0,,,,NHS Rest Stop 32: Rio Grande Gorge
Public,CA,C. H. Warlow,US99,0.0,Kingsburg,Tulare,36.492024,-119.521037,34.0,9.0,24/7,8 hours/day,,C. H. Warlow
Public,KY,US-51/Julian Carroll Pkwy Weigh Station,KY-9003 Carroll Pkwy,1.0,Fulton,Fulton,36.507,-88.897,11.0,7.0,24 hrs,,,US-51/Julian Carroll Pkwy Weigh Station
Public,NC,Camden County Rest Area,US-17,0.0,South Mills,Camden,36.5075,-76.356111,41.0,6.0,24/7,no max,,
Public,NC,Warren County Rest Area SBL,I-85S,231.0,Wise,Warren,36.514167,-78.206667,77.0,16.0,24/7,no max,,
Public,NC,Caswell County Rest Area,US-29,0.0,Pelham,Caswell,36.521389,-79.474444,56.0,10.0,24/7,no max,,
Public,MO,Marston NB (TPF),I-55N,41.0,Marston,New Madrid,36.537559,-89.592334,27.0,27.0,all,no limit,,
Public,MO,Marston SB (WC),I-55S,41.0,Marston,New Madrid,36.539503,-89.594807,115.0,64.0,all,no limit,,
Public,NC,Northampton County Rest Area,I-95S,181.0,Roanoke Rapids,Northampton,36.540833,-77.579167,220.0,20.0,24/7,no max,,
Public,VA,Bracey Safety Rest Area/Welcome Center,I-85N,0.5,Bracey,Mecklenberg,36.554477,-78.179058,117.0,22.0,24/7,12,,Bracey Safety Rest Area/Welcome Center
Public,NC,"Surry County Rest Area,SBL",I-77S,105.0,Mount Airy,Surry,36.558889,-80.744167,97.0,10.0,24/7,no max,,
Public,VA,Lambsburg Safety Rest Area/Welcome Center,I-77N,1.0,Lamsburg,Carroll,36.564023,-80.743447,100.0,13.0,24/7,12,,Lambsburg Safety Rest Area/Welcome Center
Public,KY,I-75 North Whitley County Welcome Center,I-75N,2.0,,Whitley,36.616,-84.105,90.0,20.0,24 hrs,,,I-75 North Whitley County Welcome Center
Public,KY,I-65 North Simpson County Welcome Center,I-65N,2.0,Franklin,Simpson,36.643,-86.569,100.0,30.0,24 hrs,,,I-65 North Simpson County Welcome Center
Public,NM,NHS Rest Stop 16: Thaxton,I-25N,435.0,Maxwell,Colfax,36.645727,-104.499532,35.0,5.0,,,,NHS Rest Stop 16: Thaxton
Public,NM,NHS Rest Stop 17: Thaxton,I-25S,435.0,Maxwell,Colfax,36.649888,-104.500612,26.0,5.0,,,,NHS Rest Stop 17: Thaxton
Public,KY,I-24 Westbound Christian CountyWelcome Center,I-24W,93.0,,Christian,36.650276,-87.352166,134.0,38.0,24 hrs,,,I-24 Westbound Christian CountyWelcome Center
Public,VA,Abingdon Truck-Only Safety Rest Area North,I-81N,13.0,Abingdon,Washington,36.684062,-82.029558,48.0,48.0,24/7,12,,Abingdon Truck-Only Safety Rest Area North
Public,KY,I-65 North Simpson County Weigh Station,I-65N,4.0,Franklin,Simpson,36.687,-86.538,60.0,45.0,24 hrs,,,I-65 North Simpson County Weigh Station
Public,OK,NHS Rest Stop or Truck Facility 2,I-35N,225.0,Braman,Kay,36.849869,-97.343351,31.0,10.0,24/7,,,NHS Rest Stop or Truck Facility 2
Public,OK,NHS Rest Stop or Truck Facility 8,I-35E,225.0,Braman,Kay,36.85,-97.3458,104.0,24.0,24/7,,,NHS Rest Stop or Truck Facility 8
Public,VA,Alberta Safety Rest Area North,I-85N,32.0,Alberta,Brunswick,36.863142,-77.838313,91.0,13.0,24/7,12,,Alberta Safety Rest Area North
Public,CA,John Chuck Erreca Northbound,I-5 N,0.0,Los Banos,Merced,36.86421,-120.78334,92.0,31.0,24/7,8 hours/day,,John Chuck Erreca Northbound
Public,CA,John Chuck Erreca Southbound,I-5 S,0.0,Los Banos,Merced,36.86421,-120.78334,92.0,31.0,24/7,8 hours/day,,John Chuck Erreca Southbound
Public,CA,Coalinga/Avenal Southbound,I-5S,0.0,Hamburg Farms,Fresno,36.864542,-120.782548,72.0,23.0,24/7,8 hours/day,,Coalinga/Avenal Southbound
Public,VA,Alberta Safety Rest Area South,I-85S,32.0,Alberta,Brunswick,36.866503,-77.837229,95.0,13.0,24/7,12,,Alberta Safety Rest Area South
Public,VA,Smyth Safety Rest Area South,I-81S,53.0,Smyth,Smyth,36.883911,-81.385924,21.0,6.0,24/7,12,,Smyth Safety Rest Area South
Public,CA,Division Creek,US 395,0.0,Independence,Inyo,36.94572,-118.23994,28.0,9.0,24/7,8 hours/day,,Division Creek
Public,MO,Charleston NB (TPF),I-57N,18.0,Charleston,Mississippi,36.981478,-89.248152,16.0,16.0,all,No limit,,
Public,MO,Joplin EB (WC),I-44E,2.0,Joplin,Jasper,37.002238,-94.58378,101.0,42.0,all,no limit,,
Public,MO,Joplin WB (TPF),I-44W,2.0,Joplin,Jasper,37.003546,-94.585663,29.0,29.0,all,no limit,,
Public,UT,St. George (NB),I-15,1.0,St. George,,37.012086,-113.613588,0.0,54.0,No time limits,No time limits,,St. George (NB)
Public,UT,St. George (SB),I-15,1.0,St. George,,37.013297,-113.616001,0.0,54.0,No time limits,No time limits,,St. George (SB)
Public,VA,Carson Safety Rest Area North,I-95N,37.0,Carson,Prince George,37.015498,-77.389948,142.0,35.0,24/7,12,,Carson Safety Rest Area North
Public,KY,I-65N Hart County REMOVED rest area,I-65N,39.0,Rocky Hill,Hart,37.042264,-86.172766,0.0,0.0,NO LONGER EXISTS,,,I-65N Hart County REMOVED rest area
Public,KY,I-75 North Laurel County Weigh Station/Rest Haven,I-75N,33.0,,Laurel,37.043,-84.097,60.0,50.0,24 hrs,,,I-75 North Laurel County Weigh Station/Rest Haven
Public,KY,I-75 South Laurel County Weigh Station/Rest Haven,I-75S,33.0,,Laurel,37.047,-84.099,60.0,50.0,24 hrs,,,I-75 South Laurel County Weigh Station/Rest Haven
Public,KY,I-24 East Paducah Welcome Center,I-24E,7.0,Paducah,McCracken,37.052,-88.653,105.0,15.0,24 hrs,,,I-24 East Paducah Welcome Center
Public,KY,I-24 East Lyon County Weigh Station,I-24E,36.0,,Lyon,37.061,-88.184,51.0,46.0,24 hrs,,,I-24 East Lyon County Weigh Station
Public,KY,I-24 West Lyon County Weigh Station,I-24W,36.0,,Lyon,37.061,-88.183,51.0,46.0,24 hrs,,,I-24 West Lyon County Weigh Station
Public,VA,Radford Safety Rest Area North,I-81N,108.0,Radford,Montgomery,37.09852,-80.523613,54.0,14.0,24/7,12,,Radford Safety Rest Area North
Public,VA,Radford Safety Rest Area South,I-81S,108.0,Radford,Montgomery,37.098936,-80.52114,54.0,14.0,24/7,12,,Radford Safety Rest Area South
Public,VA,Dinwiddie Safety Rest Area North,I-85N,55.0,Dinwiddie,Dinwiddie,37.101068,-77.544205,82.0,13.0,24/7,12,,Dinwiddie Safety Rest Area North
Public,VA,Dinwiddie Safety Rest Area South,I-85S,55.0,Dinwiddie,Dinwiddie,37.103216,-77.544186,86.0,20.0,24/7,12,,Dinwiddie Safety Rest Area South
Public,MO,Halltown EB (TPF),I-44E,51.0,Halltown,Lawrence,37.138803,-93.722951,17.0,17.0,all,no limit,,Halltown EB (TPF)
Public,MO,Halltown WB (TPF),I-44W,51.0,Halltown,Lawrence,37.141315,-93.720953,20.0,20.0,all,no limit,,Halltown WB (TPF)
Public,KS,NHS Rest Stop or Truck Facility 32,US 54W,18.0,Arkalon,Seward,37.15054,-100.748,14.0,5.0,12:00 a.m. - 12:00 p.m.,24,,NHS Rest Stop or Truck Facility 32
Public,VA,Rocky Gap Safety Rest Area North,I-77N,59.0,Rocky Gap,Bland,37.185381,-81.129344,115.0,26.0,24/7,12,,Rocky Gap Safety Rest Area North
Public,VA,Rocky Gap Safety Rest Area/Welcome Center,I-77S,61.0,Rocky Gap,Bland,37.206478,-81.104486,89.0,24.0,24/7,12,,Rocky Gap Safety Rest Area/Welcome Center
Public,CO,El Mora Rest Area,I-25,18.0,Trinidad,,37.225626,-104.49425,20.0,20.0,,Any,,
Public,KY,I-65 North Hart County Rest Area,I-65N,60.0,,Hart,37.238692,-85.92821,265.0,115.0,24 hrs,,,I-65 North Hart County Rest Area
Public,KY,I-65 South Hart County Rest Area,I-65S,60.0,,Hart,37.239062,-85.929105,265.0,115.0,24 hrs,,,I-65 South Hart County Rest Area
Public,VA,Ironto Safety Rest Area North,I-81N,129.0,Ironto,Montgomery,37.239716,-80.225025,135.0,22.0,24/7,12,,Ironto Safety Rest Area North
Public,MO,Strafford EB Truck Parking Facility (TPF),I-44E,89.0,Strafford,Greene,37.270586,-93.10226,17.0,17.0,all,no limit,,
Public,IL,Trail of Tears NB,I-57,32.0,Anna,,37.280359,-89.075775,30.0,12.0,All hours,No established time,,Trail of Tears NB
Public,IL,Trail of Tears SB,I-57,32.0,Anna,,37.280359,-89.075775,30.0,12.0,All hours,No established time,,Trail of Tears SB
Public,KS,NHS Rest Stop or Truck Facility 37,US 169,27.0,Jct. 169/400,Montgomery,37.34983,-95.528,29.0,9.0,12:00 a.m. - 12:00 p.m.,24,,NHS Rest Stop or Truck Facility 37
Public,WV,WV Tourist Information Center,177S,9.0,Princeton,Mercer,37.362936,-81.045271,47.0,7.0,24,N/A,,WV Tourist Information Center
Public,KY,Western Ky Pkwy Beaver Dam Rest Area,KY-9001 W  Ky Pkwy,76.0,Beaver Dam,Ohio,37.376,-86.828,136.0,30.0,24 hrs,,,Western Ky Pkwy Beaver Dam Rest Area
Public,CA,Enoch Christofferson Southbound,Hwy 99 S,0.0,Turlock,Stanislaus,37.46444,-120.827454,64.0,24.0,24/7,8 hours/day,,Enoch Christofferson Southbound
Public,CA,Enoch Christofferson Northbound,Hwy 99 N,0.0,Turlock,Stanislaus,37.46654,-120.83089,63.0,23.0,24/7,8 hours/day,,Enoch Christofferson Northbound
